date,NDVI,LST_C,precip_mm,soil_moisture,s2_ndvi
2021-03-01,0.0839049024133708,37.15711431939197,0.2277352934170282,,0.0367885385282716
2021-04-01,0.0857408899471492,31.74756511219492,0.3968881535594375,,0.0501100981987201
2021-05-01,0.0876135416271087,28.43375860648302,0.865685457576345,,0.0473082163151988
2021-06-01,0.0878480665773522,22.33684507710085,8.064451468010715,,0.0620277866057433
2021-07-01,0.0926532609460798,23.8647680046503,2.6840716163349296,,0.0748371225753291
2021-08-01,0.0895615970131192,28.67969656112627,5.664733311984891,,0.0693082117066935
2021-09-01,0.0843483158960516,34.085091206426405,0.1257486027616688,,0.062650104153571
2021-10-01,0.0804948200543392,38.33035144539325,0.0268038117458452,,0.063177574104355
2021-11-01,0.0780592230967544,40.70865365734109,1.2792899569873617,,0.0505176446662964
2021-12-01,0.0775966314200804,42.22073659668,0.2125853112370073,,0.0364273351773401
2022-01-01,0.0758684313132584,41.30318036098238,0.1769440104928893,,0.0378789079642299
2022-02-01,0.0801721824352971,40.77125927526013,0.0462268655294266,,0.043968524346806
2022-03-01,0.0795979390810823,33.999962320861314,2.671543762453738,,0.0301351744036604
2022-04-01,0.082271492443232,31.67959517164331,1.896379105418516,,0.0426535522204594
2022-05-01,0.0811268331077622,27.16109555297563,0.2637650562561401,,0.0531155628793863
2022-06-01,0.0886142020736216,21.11514442010943,3.0166507095843462,,0.0323943627110222
2022-07-01,0.1038176074275089,20.759371690387407,49.32542481669136,,0.0527207083763368
2022-08-01,0.1382896366547716,25.902364788988336,1.3693251994879396,,0.0880209323564586
2022-09-01,0.1499108890722781,33.17841326234051,0.349990878428745,,0.1193376257628992
2022-10-01,0.1364437109969638,34.403653274809955,0.1767497799654547,,0.1083874832207802
2022-11-01,0.1282046642739955,41.31340443352785,0.6900196062708986,,0.0897010308999587
2022-12-01,0.1116287333221911,42.02436335272673,6.589076465827017,,0.0752948695108607
2023-01-01,0.1068277835977499,41.617469432948496,2.177809756446614,,0.0624014301023927
2023-02-01,0.1063198758258527,39.39808664157513,2.0708232028571527,,0.0487260351136344
2023-03-01,0.1028226252706606,36.8960309540125,0.4571215463172503,,0.0426366808130691
2023-04-01,0.1013094931601179,29.981583693722374,2.2375356463085483,,0.0517089927451191
2023-05-01,0.0998042353567887,25.296038464344555,1.8640303797600484,,0.0505788879709651
2023-06-01,0.0999524602962207,23.278431201305093,2.794851964492059,,0.0480027215268938
2023-07-01,0.1013290805615368,23.20419987067932,6.47438325606517,,0.0499895558679568
2023-08-01,0.0934902862308931,28.674585687166772,2.7012610167805664,,0.0588001377921384
2023-09-01,0.0888797483828954,33.401170596120075,0.3124918557086908,,0.0563499390221841
2023-10-01,0.0848524450066361,38.250352799637405,0.027483619631991,,0.0549952634380442
2023-11-01,0.083012983470997,39.6413612727224,0.0957681810270108,,0.0608160270138661
2023-12-01,0.0822307490885713,37.28312467980006,1.455175096299677,,0.0497350594052963
2024-01-01,0.082368204357365,40.88550196818934,0.018549015370001,,0.0475380212537297
2024-02-01,0.0815751020581743,38.31281354205864,0.806745889910648,,0.0325487146172372
2024-03-01,0.0874066408979812,34.67056593570876,0.2204516464788425,,0.0367424716286877
2024-04-01,0.091862856330901,27.293067009805497,10.890975506117256,,0.0467149002981067
2024-05-01,0.0942602571814474,21.87710480437044,3.836052903989392,,0.0562233191889457
2024-06-01,0.0919997423553893,21.465192574451244,7.981935001860132,,0.0306724714035652
2024-07-01,0.0948811910740388,19.078971082122088,8.93363310507929,,0.0429037902920922
2024-08-01,0.0905677352438165,24.032401637300158,7.3617254046976335,,0.0562429458308265
2024-09-01,0.0861414084710199,29.759399585906547,0.1567628342320812,,0.0573968131756121
2024-10-01,0.0807731456841572,35.29776159833099,6.2688873368298985,,0.0558557162745227
2024-11-01,0.0823217570604766,38.01431698774926,1.2603994851015077,,0.0533634211222306
2024-12-01,0.0773598400136781,35.474380514953204,0.1462555871582279,,0.0551778438041025
2025-01-01,0.0774987628314486,36.75827897998735,0.2766813863305388,,0.0434050145009988
2025-02-01,0.0799357171994264,34.80741105187371,0.0610510396838359,,0.0355764920771654
2025-03-01,0.0825112805292874,30.87266829521472,0.2598804457074489,,0.0413291460269062
2025-04-01,0.0825897937762949,25.89047568855697,0.8946195432828512,,0.0503729579956769
2025-05-01,0.0891580064059103,21.455513786151155,8.967914793273243,,0.0571796986359536
2025-06-01,0.0815315062675904,18.109796517368856,,,0.0453568416994749
2025-07-01,0.0874887139570805,17.382119933206567,,,0.0446274396685936
2025-08-01,0.1197888591976852,19.71681267867967,,,0.0619686425072109
2025-09-01,0.1318203523866971,27.918329520945765,,,0.0864009391267425
2025-10-01,,,,,0.1199998228620692
2025-11-01,,,,,
2025-12-01,,,,,
